target,OverallQual,GrLivArea,Neighborhood,x1stFlrSF,TotalBsmtSF,BsmtFinSF1,LotArea,GarageCars,MSSubClass,GarageArea,YearRemodAdd,YearBuilt
11.877568578558138,5,912,Sawyer,912,912,737,12968,1,_20,352,1962,1962
12.058152515453552,6,1471,Somerst,742,729,381,3230,2,_160,440,1999,1999
12.106252310247962,6,1604,Gilbert,926,926,0,10839,2,_60,470,1998,1997
11.31447452624639,4,1152,Edwards,1152,0,0,6040,0,_90,0,1955,1955
11.112447898373103,3,864,Edwards,864,864,41,8248,0,_30,0,1950,1914
11.782952602183288,6,1218,BrkSide,869,735,375,6000,2,_50,440,1950,1941
12.375815420117268,8,2031,CollgCr,1128,1128,804,9473,2,_60,577,2002,2002
12.017330520933296,6,1501,Gilbert,697,697,518,7685,2,_60,420,1994,1993
12.388394202324127,8,2090,CollgCr,1220,1220,1079,10000,2,_60,556,1996,1995
11.979799201207037,7,2554,OldTown,1576,718,0,10800,2,_70,704,1998,1890
11.575900264131617,5,882,NAmes,882,0,0,8339,1,_20,294,1959,1959
11.970350312009105,6,1445,NAmes,1445,1127,564,12095,2,_80,645,1964,1964
12.367340793126296,8,1625,Crawfor,1625,1573,1573,4750,2,_120,538,2007,2006
12.367340793126296,7,1525,CollgCr,1525,1525,1400,9100,2,_20,541,2000,2000
12.219309648562168,7,1368,NridgHt,1368,1368,0,6792,2,_120,474,2006,2005
11.37366339763672,5,803,IDOTRR,803,720,116,5000,2,_45,360,1950,1941
12.100712129872347,7,1668,CollgCr,840,840,0,11317,2,_60,500,2003,2003
12.542544882151386,7,1533,ClearCr,1533,1533,655,70761,2,_20,576,1975,1975
11.112447898373103,5,1077,IDOTRR,1077,961,0,8967,1,_30,338,1950,1920
11.37366339763672,5,840,OldTown,840,672,116,4388,0,_45,0,1950,1930
11.575900264131617,4,951,IDOTRR,951,951,285,8765,1,_30,327,1950,1936
11.918390573078392,5,1053,NAmes,1053,1008,567,8973,2,_20,750,1991,1958
12.273731294003989,7,1535,NridgHt,1535,1517,2,10171,2,_20,532,2004,2004
11.77528972943772,5,1964,SWISU,1024,940,0,8525,0,_70,0,1950,1911
12.061046873479915,6,1640,SawyerW,798,798,0,8366,2,_60,520,2004,2004
11.759785542901756,5,1063,NAmes,1063,1056,354,9920,1,_20,280,1954,1954
12.01974306733868,6,1392,NAmes,1392,1392,1040,11900,2,_20,458,1957,1957
12.013700752882718,5,1383,Sawyer,1383,1383,1064,13284,1,_20,354,1954,1954
11.736069016284436,6,1200,OldTown,1200,1200,0,11340,1,_30,312,1950,1923
11.951180395901384,7,1826,OldTown,916,910,299,2500,1,_70,164,2005,1915
12.520883385370206,8,1518,NridgHt,1518,1518,1218,12677,2,_120,588,2004,2003
12.206572520571823,7,1802,Crawfor,901,793,352,7588,1,_70,216,1950,1920
12.421184025147118,7,1850,NoRidge,979,973,595,29959,2,_60,467,1994,1994
11.27720313144916,6,1096,Edwards,572,572,0,9600,0,_50,0,1950,1924
11.884489021402713,5,1097,CollgCr,1097,1097,0,10859,2,_20,672,1995,1994
11.31447452624639,4,841,SawyerW,841,721,0,8400,1,_20,294,1950,1950
11.608235644774552,4,894,Edwards,894,894,552,9450,2,_20,400,1954,1954
11.686576205316552,5,1535,SawyerW,1535,0,0,7018,2,_90,410,1979,1979
11.711776323715394,8,2358,OldTown,938,684,259,5250,0,_70,0,1987,1872
12.301382825334498,7,1604,CollgCr,1604,1604,1334,8814,2,_20,660,2006,2006
12.283033686666302,7,1674,Somerst,814,814,533,7500,2,_60,663,2000,2000
11.813030057420567,5,980,Sawyer,980,980,560,7064,2,_20,484,1977,1977
12.524417279788771,6,2201,Edwards,1575,697,0,19690,2,_80,432,1966,1966
12.09815330331068,7,1456,Gilbert,728,728,0,9018,2,_60,400,2007,2007
12.7444443677961,9,2596,NridgHt,1249,1249,0,16259,3,_60,840,2006,2006
12.72486643894534,8,2612,NoRidge,1276,1225,854,12203,3,_60,676,1999,1998
11.982272628789678,7,1266,Blmngtn,1266,1266,0,3182,2,_20,388,2007,2007
12.273731294003989,7,1536,CollgCr,1536,1536,810,9135,2,_20,532,2003,2002
12.128111104060462,7,1337,CollgCr,1337,1337,699,8450,2,_20,531,2003,2003
11.635143097694478,5,988,Mitchel,988,988,0,21750,2,_20,520,1954,1954
11.84939770159144,6,1095,NAmes,1095,588,513,10382,1,_190,264,1958,1958
12.086725887897607,6,1573,Somerst,769,756,378,2117,2,_160,440,2000,2000
12.066810578196666,7,1555,Blmngtn,1555,1373,0,3684,3,_120,660,2007,2007
11.5843154610569,3,1605,OldTown,840,840,0,5790,1,_50,379,1950,1915
12.240474072247506,6,1848,BrkSide,1053,833,0,13053,2,_50,370,2000,1923
12.474189562487116,8,1872,CollgCr,1299,1299,990,11885,2,_60,531,2001,2001
12.310432660854415,6,1680,Crawfor,1680,880,808,21695,2,_20,540,2007,1988
11.786762130599955,6,848,CollgCr,848,848,659,4435,2,_120,420,2003,2003
12.141534124392605,7,1472,NWAmes,1472,1372,1036,14115,2,_80,588,1980,1980
11.951180395901384,6,1052,ClearCr,1052,1010,504,8816,2,_80,440,1971,1971
11.759785542901756,6,1484,OldTown,742,742,0,6300,0,_75,0,2001,1914
11.608235644774552,5,924,CollgCr,924,924,0,7990,1,_20,280,1975,1975
11.703545824578878,6,952,BrkSide,952,952,0,8854,1,_30,192,1950,1916
12.128111104060462,7,1221,Somerst,1221,1221,410,7500,2,_20,400,2005,2004
11.794337924408412,6,1412,BrkSide,825,780,0,6000,1,_50,280,1950,1939
12.491172637278908,7,2640,OldTown,1320,1240,0,11700,4,_70,864,2003,1880
12.144197241812089,7,1724,CollgCr,880,880,0,8924,2,_60,527,1999,1998
11.695247021764184,6,864,NAmes,864,864,414,7332,1,_20,288,1959,1959
11.512925464970229,5,968,OldTown,968,968,0,8520,2,_30,480,2006,1923
11.719939634354557,5,894,CollgCr,894,894,777,7200,2,_20,600,1972,1972
12.025749091398891,5,1486,Edwards,1486,1486,637,9937,2,_20,480,1999,1964
12.052338545588132,6,1279,Mitchel,1279,1196,641,10125,2,_20,473,1977,1977
12.220468525813908,8,1908,Timber,993,967,0,14191,2,_60,431,2002,2002
10.596634733096073,4,1317,IDOTRR,649,649,0,8500,1,_70,250,1950,1920
11.83862560460953,5,894,Sawyer,894,894,553,8450,1,_20,336,2009,1965
11.33857207782545,4,845,Edwards,845,0,0,11500,1,_20,290,1957,1957
11.813030057420567,5,1236,Sawyer,1236,912,465,6993,1,_20,288,1994,1961
12.031719258385396,6,1572,Gilbert,806,806,0,10364,2,_60,373,1996,1995
12.2783933071098,7,1959,Gilbert,847,847,0,11796,2,_60,434,2005,2004
12.404923504275338,7,2223,NAmes,2223,2223,1880,13651,2,_20,516,1973,1973
12.323855681186558,7,2243,SawyerW,1122,700,700,13474,3,_60,746,1991,1990
12.05524975579559,5,1968,Mitchel,1168,784,562,11075,2,_60,530,1969,1969
12.429216196844385,8,2198,NoRidge,1145,1145,655,14260,3,_60,836,2000,2000
12.2783933071098,7,2093,NWAmes,1236,791,0,20544,2,_60,542,1991,1986
12.089538829274222,7,1212,CollgCr,1212,1212,0,9100,2,_20,573,2001,2001
11.350406535472452,5,796,Edwards,796,796,0,8777,0,_30,0,1950,1910
11.964001084330445,5,1336,Crawfor,1336,1165,841,15750,1,_190,375,1953,1953
12.128111104060462,6,1876,NWAmes,943,901,442,9120,2,_60,540,1974,1974
11.385092093460344,6,1092,BrDale,525,525,0,1680,1,_160,264,1971,1971
11.884489021402713,5,990,CollgCr,990,990,686,9245,2,_20,672,1995,1994
12.000891794590135,7,1664,NWAmes,832,832,194,10140,2,_60,528,1976,1976
12.479909311159902,7,2094,Somerst,912,912,0,9375,2,_60,615,2004,2003
11.755871643580615,6,1367,BrkSide,959,884,425,6240,1,_50,560,1950,1931
12.100156419938624,6,1552,NWAmes,811,713,550,11475,2,_60,434,1975,1975
11.831379196088765,6,1344,Timber,1344,819,111,14375,2,_20,525,1958,1958
12.493129522588037,7,2340,Crawfor,1188,1152,275,9042,1,_70,252,2006,1941
11.870599909242044,6,848,CollgCr,848,848,662,4426,2,_120,420,2004,2004
12.180754837545884,6,2030,NWAmes,1118,848,156,12046,2,_60,551,1976,1976
12.239990863733636,6,2112,NAmes,1092,952,500,11075,2,_60,576,1969,1969
11.813030057420567,4,1470,Edwards,997,941,0,8172,1,_50,548,1972,1954
11.6784399034478,5,698,Edwards,698,698,0,9405,0,_20,0,2008,1947
11.976659481202368,6,1394,NAmes,1394,1394,609,9500,2,_20,514,1963,1963
12.703509032177148,9,1709,Somerst,1709,1698,1238,5119,2,_120,506,2000,1999
12.38755635142507,7,1962,CollgCr,1391,1391,464,8760,3,_60,868,2006,2006
11.970350312009105,6,1158,SawyerW,1158,1158,941,13072,2,_20,576,2004,2004
12.691580461311874,9,2504,StoneBr,1134,1122,0,11198,3,_60,656,2007,2005
11.884489021402713,6,1138,NAmes,1138,588,507,10482,1,_80,264,1958,1958
11.512925464970229,4,816,Edwards,816,816,690,8877,1,_20,288,1958,1938
12.88664104388326,8,1973,NridgHt,1973,1935,0,14226,3,_20,895,2006,2006
12.546109948315882,8,1970,NridgHt,1120,1085,0,11065,3,_60,753,2006,2006
11.805595078933049,5,1142,MeadowV,1142,1142,874,4224,2,_120,528,1976,1976
11.890676734510876,5,2200,Edwards,1272,1272,1084,8777,0,_90,0,2003,1900
12.669998467265833,9,1869,NridgHt,1869,1869,0,7820,2,_120,617,2007,2007
12.308177868467329,7,1614,CollgCr,1614,1614,20,11210,3,_20,865,2006,2005
12.007621706806336,8,1752,Gilbert,1080,559,427,12134,2,_50,492,2005,1988
11.842229212112828,5,952,NAmes,952,952,852,7350,2,_20,840,1951,1951
11.440354772135391,4,936,OldTown,936,936,0,6000,2,_20,576,1953,1953
12.154779351142624,7,1923,NoRidge,1061,750,674,10186,2,_60,564,1992,1992
11.884489021402713,5,1505,BrkSide,988,883,399,9144,1,_50,240,1982,1940
11.813030057420567,6,1004,Mitchel,1004,975,975,10530,2,_90,504,1977,1977
12.312682380588432,7,2035,Gilbert,884,884,0,9505,2,_60,434,2001,2001
11.54829260880752,6,1369,Edwards,697,672,551,6629,1,_70,300,1950,1925
11.34922937229944,4,930,Edwards,930,0,0,11100,1,_20,308,2006,1946
11.804848531679264,5,768,CollgCr,768,768,660,7200,1,_85,396,2003,1972
11.652687407345388,5,1304,MeadowV,616,264,0,2665,1,_160,336,1976,1976
11.782952602183288,5,1716,Edwards,1148,768,292,11409,1,_50,281,2008,1949
11.9891596439666,8,1666,OldTown,833,588,0,5100,1,_70,228,1996,1925
11.884489021402713,4,960,Sawyer,960,648,648,10246,1,_80,364,2001,1965
12.388394202324127,6,2358,ClearCr,1307,907,0,45600,2,_50,360,1997,1908
11.992260421644849,6,1342,NWAmes,1342,1372,251,9790,2,_20,457,1967,1967
11.790557201568507,6,972,NAmes,972,972,680,8000,1,_20,240,2002,1948
12.100156419938624,6,1416,NWAmes,708,708,404,11700,2,_60,776,1968,1968
11.607326140391711,5,904,Sawyer,904,876,0,7162,1,_20,408,1966,1966
12.577636201962656,7,2520,NoRidge,1214,1203,565,9950,3,_60,721,1995,1995
11.951180395901384,6,1348,NAmes,660,660,512,7590,2,_60,453,1966,1966
12.727838209334498,8,2365,NoRidge,1268,1252,1163,9430,3,_60,856,1999,1999
11.719939634354557,5,900,NAmes,900,864,769,7838,1,_85,288,1967,1967
12.24288661865289,5,1600,NAmes,1600,1484,1277,16321,1,_20,319,1997,1957
12.384218830913648,6,2624,Crawfor,1370,1370,1128,22420,3,_70,864,1950,1918
12.54686766829102,8,2482,Timber,1133,1094,0,12665,3,_60,642,2006,2005
12.864240107194092,10,2392,NridgHt,2392,2392,56,13472,3,_20,968,2003,2003
12.616525295149378,8,1987,NoRidge,1987,1986,1314,14303,2,_20,691,1994,1994
11.827736204810265,5,860,Sawyer,860,840,672,8740,2,_85,528,1982,1982
11.736069016284436,5,1164,Edwards,1164,1164,1040,10880,1,_190,240,1950,1950
11.608235644774552,5,1776,NAmes,1776,1584,0,11475,3,_90,888,1958,1958
11.626254150277232,5,1302,BrDale,630,630,0,1680,1,_160,280,1971,1971
12.449018824140564,8,1636,Somerst,1636,1623,63,13501,3,_20,865,2006,2006
12.506177237980513,8,1629,Timber,1629,1616,1300,14536,3,_20,808,2003,2002
12.588190652108503,8,1646,Timber,1646,1638,1513,9520,3,_20,800,2008,2007
12.031123843065632,6,1611,NAmes,798,780,674,9760,2,_60,442,1964,1964
10.915088464214609,4,796,IDOTRR,796,796,0,3636,0,_30,0,1950,1922
12.086725887897607,6,1494,Crawfor,753,771,547,7500,1,_70,213,1950,1942
11.691071650353702,5,950,NAmes,950,950,412,9758,1,_20,280,1971,1971
11.719939634354557,4,872,NAmes,872,858,0,8294,4,_20,480,1971,1971
12.533576212168626,9,1561,NridgHt,1561,1561,1153,7313,2,_120,556,2005,2005
11.842229212112828,5,1339,NAmes,1339,1029,504,7560,1,_20,294,1965,1958
11.918390573078392,4,1440,Edwards,1440,1440,1440,7711,0,_90,0,1977,1977
11.55214617812351,6,2229,OldTown,929,755,0,5520,0,_75,0,1950,1912
12.367340793126296,7,1865,CollgCr,992,992,735,10316,3,_60,839,2000,2000
12.230765258120543,7,1541,CollgCr,1541,1541,0,13704,3,_20,843,2002,2001
11.777210959615614,5,938,CollgCr,938,938,280,9200,1,_20,308,1980,1975
11.573550086786664,4,1294,OldTown,694,0,0,10800,0,_190,0,2000,1900
12.531772785169476,7,2062,SawyerW,1180,1157,1065,14364,2,_60,454,1989,1988
12.123234367221167,8,1419,Gilbert,779,408,353,7750,2,_80,527,2002,2002
11.652687407345388,5,1771,Mitchel,1771,0,0,21750,2,_20,336,2006,1960
12.0435537160324,7,1173,NWAmes,1173,1053,885,10625,2,_85,528,1974,1974
12.84397135185964,9,2018,Timber,2018,2002,0,13214,3,_20,746,2009,2008
11.900905258737373,7,1223,Somerst,520,600,0,2544,2,_160,480,2005,2005
11.715866308966918,5,1365,BrDale,765,765,471,1920,2,_160,440,1971,1971
11.813030057420567,4,1981,SWISU,1328,1122,622,7804,2,_50,576,1950,1928
11.973509872299472,6,1152,Crawfor,1152,1092,0,14000,1,_20,300,2004,1950
12.0015054797889,7,1768,OldTown,880,880,390,10800,2,_75,320,1970,1914
12.86099861326992,10,2084,NridgHt,2084,2078,1636,14803,3,_20,1220,2008,2007
12.078239274020287,7,1266,Somerst,1266,1257,0,7500,2,_20,453,2005,2005
11.744037185933616,5,1734,Mitchel,1302,0,0,10125,2,_90,539,1977,1977
12.765688433465597,8,2113,NoRidge,2113,2109,1696,10437,3,_20,839,1995,1995
11.589886506106357,5,996,Edwards,996,996,290,13907,0,_30,0,1969,1940
12.41044104151805,8,1694,CollgCr,1694,1694,0,10475,3,_20,776,2008,2008
12.404923504275338,7,2110,NAmes,2110,2110,1065,11160,2,_20,522,1968,1968
12.077670930725647,7,1569,Blmngtn,1569,1386,988,3635,3,_120,660,2007,2007
